csp350

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    192      192         192         1         738         768         30
    193      193         193         1         740         784         44
    194      194         194         1         747         939         192
    195      195         195         1         755         886         131
    196      196         196         1         760         893         133
    197      197         197         1         761         911         150
    198      198         198         1         762         998         236
    199      199         199         1         769         966         197
    200      200         200         1         769         880         111
    201      201         201         1         773         837         64
    202      202         202         1         782         878         96
    203      203         203         1         787         998         211
    204      204         204         1         790         904         114
    205      205         205         1         795         946         151
    206      206         206         1         811         969         158
    207      207         207         1         818         1009         191
    208      208         208         1         821         845         24
    209      209         209         1         823         846         23
    210      210         210         1         824         866         42
    211      211         211         1         826         1019         193
    212      212         212         1         838         1027         189
    213      213         213         1         841         878         37
    214      214         214         1         857         1011         154
    215      215         215         1         859         1046         187
    216      216         216         1         862         1063         201
    217      217         217         1         867         943         76
    218      218         218         1         871         1055         184
    219      219         219         1         872         983         111
    220      220         220         1         881         960         79
    221      221         221         1         881         910         29
    222      222         222         1         881         1026         145
    223      223         223         1         884         1111         227
    224      224         224         1         885         1098         213
    225      225         225         1         895         928         33
    226      226         226         1         909         1008         99
    227      227         227         1         914         1095         181
    228      228         228         1         914         1053         139
    229      229         229         1         922         1126         204
    230      230         230         1         925         1009         84
    231      231         231         1         927         971         44
    232      232         232         1         936         1144         208
    233      233         233         1         937         1096         159
    234      234         234         1         946         1007         61
    235      235         235         1         946         1015         69
    236      236         236         1         952         1140         188
    237      237         237         1         958         1041         83
    238      238         238         1         962         1154         192
    239      239         239         1         963         1036         73
    240      240         240         1         966         1124         158
    241      241         241         1         967         1010         43
    242      242         242         1         968         1165         197
    243      243         243         1         976         1186         210
    244      244         244         1         978         1007         29
    245      245         245         1         987         1081         94
    246      246         246         1         989         1053         64
    247      247         247         1         992         1206         214
    248      248         248         1         992         1028         36
    249      249         249         1         995         1032         37
    250      250         250         1         1001         1090         89
    251      251         251         1         1003         1159         156
    252      252         252         1         1009         1079         70
    253      253         253         1         1012         1064         52
    254      254         254         1         1021         1140         119
    255      255         255         1         1024         1214         190
    256      256         256         1         1028         1120         92
    257      257         257         1         1035         1255         220
    258      258         258         1         1042         1274         232
    259      259         259         1         1043         1248         205
    260      260         260         1         1043         1262         219
    261      261         261         1         1051         1235         184
    262      262         262         1         1055         1265         210
    263      263         263         1         1070         1300         230
    264      264         264         1         1072         1246         174
    265      265         265         1         1072         1199         127
    266      266         266         1         1075         1205         130
    267      267         267         1         1078         1264         186
    268      268         268         1         1078         1289         211
    269      269         269         1         1085         1313         228
    270      270         270         1         1085         1211         126
    271      271         271         1         1089         1175         86
    272      272         272         1         1090         1290         200
    273      273         273         1         1098         1214         116
    274      274         274         1         1102         1246         144
    275      275         275         1         1102         1267         165
    276      276         276         1         1103         1224         121
    277      277         277         1         1113         1230         117
    278      278         278         1         1114         1309         195
    279      279         279         1         1115         1250         135
    280      280         280         1         1118         1235         117
    281      281         281         1         1118         1201         83
    282      282         282         1         1134         1326         192
    283      283         283         1         1134         1283         149
    284      284         284         1         1135         1186         51
    285      285         285         1         1136         1159         23
    286      286         286         1         1144         1308         164
    287      287         287         1         1147         1178         31
    288      288         288         1         1151         1193         42
    289      289         289         1         1151         1257         106
    290      290         290         1         1154         1375         221
    291      291         291         1         1161         1399         238
    292      292         292         1         1161         1373         212
    293      293         293         1         1163         1274         111
    294      294         294         1         1177         1259         82
    295      295         295         1         1180         1373         193
    296      296         296         1         1181         1272         91
    297      297         297         1         1186         1399         213
    298      298         298         1         1189         1259         70
    299      299         299         1         1191         1357         166
    300      300         300         1         1193         1248         55
    301      301         301         1         1197         1389         192
    302      302         302         1         1202         1419         217
    303      303         303         1         1202         1298         96
    304      304         304         1         1214         1421         207
    305      305         305         1         1217         1457         240
    306      306         306         1         1217         1452         235
    307      307         307         1         1223         1239         16
    308      308         308         1         1233         1252         19
    309      309         309         1         1243         1476         233
    310      310         310         1         1246         1337         91
    311      311         311         1         1247         1432         185
    312      312         312         1         1248         1338         90
    313      313         313         1         1251         1339         88
    314      314         314         1         1256         1283         27
    315      315         315         1         1266         1473         207
    316      316         316         1         1266         1471         205
    317      317         317         1         1270         1329         59
    318      318         318         1         1275         1319         44
    319      319         319         1         1282         1394         112
    320      320         320         1         1302         1510         208
    321      321         321         1         1308         1495         187
    322      322         322         1         1309         1522         213
    323      323         323         1         1309         1548         239
    324      324         324         1         1314         1490         176
    325      325         325         1         1322         1478         156
    326      326         326         1         1339         1552         213
    327      327         327         1         1341         1575         234
    328      328         328         1         1344         1532         188
    329      329         329         1         1344         1417         73
    330      330         330         1         1347         1446         99
    331      331         331         1         1354         1508         154
    332      332         332         1         1354         1386         32
    333      333         333         1         1365         1503         138
    334      334         334         1         1373         1490         117
    335      335         335         1         1378         1616         238
    336      336         336         1         1382         1517         135
    337      337         337         1         1386         1608         222
    338      338         338         1         1387         1489         102
    339      339         339         1         1391         1509         118
    340      340         340         1         1396         1534         138
    341      341         341         1         1396         1544         148
    342      342         342         1         1401         1559         158
    343      343         343         1         1410         1432         22
    344      344         344         1         1411         1623         212
    345      345         345         1         1412         1460         48
    346      346         346         1         1416         1547         131
    347      347         347         1         1419         1626         207
    348      348         348         1         1425         1639         214
    349      349         349         1         1434         1623         189
    350      350         350         1         1434         1489         55
