csp300

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    191      191         191         1         835         1050         215
    192      192         192         1         838         929         91
    193      193         193         1         859         987         128
    194      194         194         1         868         1071         203
    195      195         195         1         869         936         67
    196      196         196         1         870         917         47
    197      197         197         1         880         914         34
    198      198         198         1         885         1122         237
    199      199         199         1         886         1001         115
    200      200         200         1         889         939         50
    201      201         201         1         892         1081         189
    202      202         202         1         921         1144         223
    203      203         203         1         921         1098         177
    204      204         204         1         928         991         63
    205      205         205         1         929         1064         135
    206      206         206         1         935         1109         174
    207      207         207         1         936         1028         92
    208      208         208         1         967         1001         34
    209      209         209         1         972         1151         179
    210      210         210         1         974         1101         127
    211      211         211         1         974         1121         147
    212      212         212         1         983         1188         205
    213      213         213         1         990         1095         105
    214      214         214         1         1006         1203         197
    215      215         215         1         1016         1089         73
    216      216         216         1         1017         1150         133
    217      217         217         1         1017         1234         217
    218      218         218         1         1035         1223         188
    219      219         219         1         1035         1121         86
    220      220         220         1         1035         1128         93
    221      221         221         1         1042         1199         157
    222      222         222         1         1046         1214         168
    223      223         223         1         1056         1144         88
    224      224         224         1         1060         1220         160
    225      225         225         1         1065         1224         159
    226      226         226         1         1074         1233         159
    227      227         227         1         1074         1163         89
    228      228         228         1         1098         1252         154
    229      229         229         1         1100         1267         167
    230      230         230         1         1102         1321         219
    231      231         231         1         1104         1311         207
    232      232         232         1         1108         1220         112
    233      233         233         1         1112         1243         131
    234      234         234         1         1121         1217         96
    235      235         235         1         1134         1275         141
    236      236         236         1         1138         1283         145
    237      237         237         1         1140         1372         232
    238      238         238         1         1143         1343         200
    239      239         239         1         1143         1377         234
    240      240         240         1         1154         1288         134
    241      241         241         1         1158         1226         68
    242      242         242         1         1159         1293         134
    243      243         243         1         1167         1399         232
    244      244         244         1         1171         1306         135
    245      245         245         1         1182         1209         27
    246      246         246         1         1185         1278         93
    247      247         247         1         1195         1295         100
    248      248         248         1         1196         1404         208
    249      249         249         1         1202         1384         182
    250      250         250         1         1207         1292         85
    251      251         251         1         1211         1279         68
    252      252         252         1         1222         1461         239
    253      253         253         1         1226         1400         174
    254      254         254         1         1240         1315         75
    255      255         255         1         1240         1276         36
    256      256         256         1         1242         1387         145
    257      257         257         1         1252         1415         163
    258      258         258         1         1255         1316         61
    259      259         259         1         1259         1409         150
    260      260         260         1         1259         1454         195
    261      261         261         1         1261         1337         76
    262      262         262         1         1263         1383         120
    263      263         263         1         1277         1312         35
    264      264         264         1         1278         1441         163
    265      265         265         1         1280         1498         218
    266      266         266         1         1291         1487         196
    267      267         267         1         1292         1352         60
    268      268         268         1         1296         1524         228
    269      269         269         1         1297         1316         19
    270      270         270         1         1298         1508         210
    271      271         271         1         1299         1441         142
    272      272         272         1         1300         1341         41
    273      273         273         1         1301         1356         55
    274      274         274         1         1308         1456         148
    275      275         275         1         1309         1549         240
    276      276         276         1         1317         1423         106
    277      277         277         1         1320         1427         107
    278      278         278         1         1321         1445         124
    279      279         279         1         1324         1413         89
    280      280         280         1         1325         1525         200
    281      281         281         1         1326         1500         174
    282      282         282         1         1327         1500         173
    283      283         283         1         1338         1381         43
    284      284         284         1         1343         1415         72
    285      285         285         1         1352         1511         159
    286      286         286         1         1352         1408         56
    287      287         287         1         1368         1524         156
    288      288         288         1         1371         1460         89
    289      289         289         1         1375         1611         236
    290      290         290         1         1376         1469         93
    291      291         291         1         1387         1453         66
    292      292         292         1         1389         1482         93
    293      293         293         1         1395         1503         108
    294      294         294         1         1396         1463         67
    295      295         295         1         1396         1604         208
    296      296         296         1         1399         1587         188
    297      297         297         1         1403         1499         96
    298      298         298         1         1416         1604         188
    299      299         299         1         1432         1459         27
    300      300         300         1         1437         1484         47
