csp500

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    192      192         192         1         593         765         172
    193      193         193         1         594         806         212
    194      194         194         1         595         704         109
    195      195         195         1         597         713         116
    196      196         196         1         605         693         88
    197      197         197         1         612         687         75
    198      198         198         1         615         789         174
    199      199         199         1         617         818         201
    200      200         200         1         618         674         56
    201      201         201         1         618         710         92
    202      202         202         1         627         800         173
    203      203         203         1         628         773         145
    204      204         204         1         629         802         173
    205      205         205         1         635         799         164
    206      206         206         1         636         857         221
    207      207         207         1         639         664         25
    208      208         208         1         642         854         212
    209      209         209         1         645         698         53
    210      210         210         1         646         666         20
    211      211         211         1         646         700         54
    212      212         212         1         647         709         62
    213      213         213         1         652         843         191
    214      214         214         1         655         812         157
    215      215         215         1         656         742         86
    216      216         216         1         656         891         235
    217      217         217         1         657         696         39
    218      218         218         1         660         743         83
    219      219         219         1         667         758         91
    220      220         220         1         675         785         110
    221      221         221         1         680         778         98
    222      222         222         1         680         803         123
    223      223         223         1         686         872         186
    224      224         224         1         687         799         112
    225      225         225         1         687         870         183
    226      226         226         1         688         707         19
    227      227         227         1         688         751         63
    228      228         228         1         692         746         54
    229      229         229         1         692         709         17
    230      230         230         1         693         882         189
    231      231         231         1         693         894         201
    232      232         232         1         695         750         55
    233      233         233         1         696         839         143
    234      234         234         1         703         862         159
    235      235         235         1         710         950         240
    236      236         236         1         713         877         164
    237      237         237         1         714         784         70
    238      238         238         1         721         909         188
    239      239         239         1         723         749         26
    240      240         240         1         725         742         17
    241      241         241         1         731         823         92
    242      242         242         1         732         837         105
    243      243         243         1         733         900         167
    244      244         244         1         734         803         69
    245      245         245         1         744         885         141
    246      246         246         1         748         884         136
    247      247         247         1         756         780         24
    248      248         248         1         757         816         59
    249      249         249         1         757         860         103
    250      250         250         1         757         819         62
    251      251         251         1         759         787         28
    252      252         252         1         765         824         59
    253      253         253         1         768         822         54
    254      254         254         1         769         986         217
    255      255         255         1         771         807         36
    256      256         256         1         772         916         144
    257      257         257         1         773         792         19
    258      258         258         1         779         1002         223
    259      259         259         1         780         917         137
    260      260         260         1         783         810         27
    261      261         261         1         783         837         54
    262      262         262         1         789         922         133
    263      263         263         1         790         997         207
    264      264         264         1         790         855         65
    265      265         265         1         794         924         130
    266      266         266         1         794         1020         226
    267      267         267         1         794         958         164
    268      268         268         1         798         837         39
    269      269         269         1         799         857         58
    270      270         270         1         799         828         29
    271      271         271         1         800         916         116
    272      272         272         1         804         1031         227
    273      273         273         1         809         984         175
    274      274         274         1         814         874         60
    275      275         275         1         817         889         72
    276      276         276         1         818         944         126
    277      277         277         1         823         1050         227
    278      278         278         1         830         910         80
    279      279         279         1         831         934         103
    280      280         280         1         832         849         17
    281      281         281         1         849         1076         227
    282      282         282         1         850         1083         233
    283      283         283         1         853         1050         197
    284      284         284         1         863         1041         178
    285      285         285         1         868         960         92
    286      286         286         1         870         991         121
    287      287         287         1         871         888         17
    288      288         288         1         873         1044         171
    289      289         289         1         873         1043         170
    290      290         290         1         875         1065         190
    291      291         291         1         880         1095         215
    292      292         292         1         880         1071         191
    293      293         293         1         881         933         52
    294      294         294         1         883         1019         136
    295      295         295         1         883         926         43
    296      296         296         1         883         1034         151
    297      297         297         1         886         1081         195
    298      298         298         1         891         1057         166
    299      299         299         1         893         989         96
    300      300         300         1         893         1008         115
    301      301         301         1         895         943         48
    302      302         302         1         900         1066         166
    303      303         303         1         901         1102         201
    304      304         304         1         903         945         42
    305      305         305         1         904         999         95
    306      306         306         1         906         1146         240
    307      307         307         1         909         1126         217
    308      308         308         1         916         1005         89
    309      309         309         1         916         1023         107
    310      310         310         1         920         1110         190
    311      311         311         1         921         1069         148
    312      312         312         1         922         945         23
    313      313         313         1         929         1003         74
    314      314         314         1         932         1130         198
    315      315         315         1         933         1062         129
    316      316         316         1         933         1041         108
    317      317         317         1         935         1007         72
    318      318         318         1         936         992         56
    319      319         319         1         939         1032         93
    320      320         320         1         940         1159         219
    321      321         321         1         940         987         47
    322      322         322         1         954         1027         73
    323      323         323         1         955         1122         167
    324      324         324         1         956         1164         208
    325      325         325         1         956         1196         240
    326      326         326         1         958         1093         135
    327      327         327         1         958         1110         152
    328      328         328         1         959         1008         49
    329      329         329         1         962         1108         146
    330      330         330         1         962         1079         117
    331      331         331         1         963         1078         115
    332      332         332         1         965         1190         225
    333      333         333         1         966         1039         73
    334      334         334         1         970         1166         196
    335      335         335         1         973         1111         138
    336      336         336         1         977         1055         78
    337      337         337         1         978         1069         91
    338      338         338         1         980         1056         76
    339      339         339         1         984         1131         147
    340      340         340         1         984         1104         120
    341      341         341         1         987         1136         149
    342      342         342         1         992         1095         103
    343      343         343         1         995         1043         48
    344      344         344         1         996         1166         170
    345      345         345         1         1000         1137         137
    346      346         346         1         1003         1218         215
    347      347         347         1         1005         1132         127
    348      348         348         1         1006         1044         38
    349      349         349         1         1006         1136         130
    350      350         350         1         1008         1026         18
    351      351         351         1         1011         1177         166
    352      352         352         1         1019         1068         49
    353      353         353         1         1021         1083         62
    354      354         354         1         1024         1162         138
    355      355         355         1         1028         1150         122
    356      356         356         1         1030         1161         131
    357      357         357         1         1032         1230         198
    358      358         358         1         1040         1279         239
    359      359         359         1         1041         1161         120
    360      360         360         1         1042         1144         102
    361      361         361         1         1042         1137         95
    362      362         362         1         1043         1219         176
    363      363         363         1         1046         1277         231
    364      364         364         1         1050         1084         34
    365      365         365         1         1054         1077         23
    366      366         366         1         1062         1121         59
    367      367         367         1         1066         1083         17
    368      368         368         1         1071         1241         170
    369      369         369         1         1071         1220         149
    370      370         370         1         1072         1120         48
    371      371         371         1         1073         1209         136
    372      372         372         1         1073         1288         215
    373      373         373         1         1076         1161         85
    374      374         374         1         1077         1273         196
    375      375         375         1         1080         1290         210
    376      376         376         1         1081         1259         178
    377      377         377         1         1083         1100         17
    378      378         378         1         1089         1308         219
    379      379         379         1         1091         1236         145
    380      380         380         1         1094         1221         127
    381      381         381         1         1095         1169         74
    382      382         382         1         1104         1259         155
    383      383         383         1         1105         1153         48
    384      384         384         1         1107         1315         208
    385      385         385         1         1109         1323         214
    386      386         386         1         1109         1202         93
    387      387         387         1         1110         1235         125
    388      388         388         1         1112         1211         99
    389      389         389         1         1114         1270         156
    390      390         390         1         1115         1280         165
    391      391         391         1         1116         1144         28
    392      392         392         1         1116         1277         161
    393      393         393         1         1120         1359         239
    394      394         394         1         1121         1284         163
    395      395         395         1         1123         1349         226
    396      396         396         1         1126         1322         196
    397      397         397         1         1126         1364         238
    398      398         398         1         1128         1248         120
    399      399         399         1         1129         1257         128
    400      400         400         1         1134         1161         27
    401      401         401         1         1136         1327         191
    402      402         402         1         1137         1327         190
    403      403         403         1         1138         1311         173
    404      404         404         1         1140         1342         202
    405      405         405         1         1141         1258         117
    406      406         406         1         1158         1349         191
    407      407         407         1         1161         1392         231
    408      408         408         1         1162         1323         161
    409      409         409         1         1166         1351         185
    410      410         410         1         1167         1372         205
    411      411         411         1         1167         1290         123
    412      412         412         1         1172         1371         199
    413      413         413         1         1173         1367         194
    414      414         414         1         1181         1233         52
    415      415         415         1         1182         1274         92
    416      416         416         1         1183         1256         73
    417      417         417         1         1194         1314         120
    418      418         418         1         1198         1315         117
    419      419         419         1         1198         1258         60
    420      420         420         1         1204         1437         233
    421      421         421         1         1207         1278         71
    422      422         422         1         1208         1330         122
    423      423         423         1         1212         1433         221
    424      424         424         1         1214         1412         198
    425      425         425         1         1216         1347         131
    426      426         426         1         1223         1324         101
    427      427         427         1         1225         1410         185
    428      428         428         1         1226         1349         123
    429      429         429         1         1231         1395         164
    430      430         430         1         1235         1455         220
    431      431         431         1         1240         1334         94
    432      432         432         1         1248         1470         222
    433      433         433         1         1252         1422         170
    434      434         434         1         1256         1489         233
    435      435         435         1         1256         1279         23
    436      436         436         1         1256         1443         187
    437      437         437         1         1257         1458         201
    438      438         438         1         1258         1406         148
    439      439         439         1         1260         1328         68
    440      440         440         1         1262         1285         23
    441      441         441         1         1263         1453         190
    442      442         442         1         1264         1389         125
    443      443         443         1         1272         1296         24
    444      444         444         1         1279         1511         232
    445      445         445         1         1281         1433         152
    446      446         446         1         1287         1467         180
    447      447         447         1         1288         1492         204
    448      448         448         1         1290         1515         225
    449      449         449         1         1294         1467         173
    450      450         450         1         1296         1483         187
    451      451         451         1         1299         1326         27
    452      452         452         1         1306         1533         227
    453      453         453         1         1314         1383         69
    454      454         454         1         1314         1547         233
    455      455         455         1         1318         1460         142
    456      456         456         1         1320         1490         170
    457      457         457         1         1320         1381         61
    458      458         458         1         1321         1527         206
    459      459         459         1         1321         1526         205
    460      460         460         1         1326         1469         143
    461      461         461         1         1330         1459         129
    462      462         462         1         1334         1522         188
    463      463         463         1         1338         1536         198
    464      464         464         1         1341         1564         223
    465      465         465         1         1351         1535         184
    466      466         466         1         1352         1510         158
    467      467         467         1         1353         1585         232
    468      468         468         1         1354         1407         53
    469      469         469         1         1355         1536         181
    470      470         470         1         1355         1431         76
    471      471         471         1         1360         1518         158
    472      472         472         1         1362         1560         198
    473      473         473         1         1365         1529         164
    474      474         474         1         1369         1580         211
    475      475         475         1         1369         1488         119
    476      476         476         1         1378         1551         173
    477      477         477         1         1380         1558         178
    478      478         478         1         1385         1460         75
    479      479         479         1         1385         1487         102
    480      480         480         1         1392         1453         61
    481      481         481         1         1394         1550         156
    482      482         482         1         1396         1596         200
    483      483         483         1         1396         1617         221
    484      484         484         1         1400         1488         88
    485      485         485         1         1404         1472         68
    486      486         486         1         1405         1447         42
    487      487         487         1         1405         1585         180
    488      488         488         1         1407         1448         41
    489      489         489         1         1407         1620         213
    490      490         490         1         1409         1583         174
    491      491         491         1         1409         1517         108
    492      492         492         1         1412         1486         74
    493      493         493         1         1412         1514         102
    494      494         494         1         1419         1467         48
    495      495         495         1         1420         1481         61
    496      496         496         1         1425         1663         238
    497      497         497         1         1430         1525         95
    498      498         498         1         1431         1597         166
    499      499         499         1         1432         1458         26
    500      500         500         1         1433         1462         29
