csp200

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    185      185         185         1         1358         1521         163
    186      186         186         1         1358         1571         213
    187      187         187         1         1362         1578         216
    188      188         188         1         1370         1557         187
    189      189         189         1         1376         1500         124
    190      190         190         1         1376         1437         61
    191      191         191         1         1376         1544         168
    192      192         192         1         1378         1394         16
    193      193         193         1         1380         1430         50
    194      194         194         1         1392         1514         122
    195      195         195         1         1396         1463         67
    196      196         196         1         1403         1447         44
    197      197         197         1         1414         1648         234
    198      198         198         1         1422         1448         26
    199      199         199         1         1429         1505         76
    200      200         200         1         1432         1583         151
