csp250

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    187      187         187         1         1116         1225         109
    188      188         188         1         1119         1162         43
    189      189         189         1         1122         1341         219
    190      190         190         1         1126         1330         204
    191      191         191         1         1130         1252         122
    192      192         192         1         1135         1191         56
    193      193         193         1         1136         1197         61
    194      194         194         1         1145         1303         158
    195      195         195         1         1149         1192         43
    196      196         196         1         1168         1213         45
    197      197         197         1         1169         1366         197
    198      198         198         1         1174         1248         74
    199      199         199         1         1176         1293         117
    200      200         200         1         1186         1393         207
    201      201         201         1         1203         1341         138
    202      202         202         1         1204         1244         40
    203      203         203         1         1204         1278         74
    204      204         204         1         1206         1383         177
    205      205         205         1         1211         1229         18
    206      206         206         1         1224         1250         26
    207      207         207         1         1225         1298         73
    208      208         208         1         1226         1436         210
    209      209         209         1         1229         1272         43
    210      210         210         1         1235         1345         110
    211      211         211         1         1243         1271         28
    212      212         212         1         1248         1332         84
    213      213         213         1         1262         1412         150
    214      214         214         1         1266         1312         46
    215      215         215         1         1280         1467         187
    216      216         216         1         1283         1342         59
    217      217         217         1         1283         1449         166
    218      218         218         1         1285         1456         171
    219      219         219         1         1287         1426         139
    220      220         220         1         1291         1313         22
    221      221         221         1         1301         1420         119
    222      222         222         1         1302         1370         68
    223      223         223         1         1304         1340         36
    224      224         224         1         1304         1330         26
    225      225         225         1         1307         1337         30
    226      226         226         1         1312         1440         128
    227      227         227         1         1317         1468         151
    228      228         228         1         1328         1478         150
    229      229         229         1         1330         1516         186
    230      230         230         1         1332         1411         79
    231      231         231         1         1334         1514         180
    232      232         232         1         1346         1423         77
    233      233         233         1         1352         1370         18
    234      234         234         1         1355         1390         35
    235      235         235         1         1357         1445         88
    236      236         236         1         1359         1435         76
    237      237         237         1         1364         1472         108
    238      238         238         1         1367         1416         49
    239      239         239         1         1367         1394         27
    240      240         240         1         1369         1557         188
    241      241         241         1         1376         1600         224
    242      242         242         1         1380         1526         146
    243      243         243         1         1395         1614         219
    244      244         244         1         1398         1614         216
    245      245         245         1         1409         1560         151
    246      246         246         1         1412         1491         79
    247      247         247         1         1417         1461         44
    248      248         248         1         1424         1641         217
    249      249         249         1         1427         1546         119
    250      250         250         1         1437         1547         110
