csp450

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    192      192         192         1         624         743         119
    193      193         193         1         641         845         204
    194      194         194         1         643         804         161
    195      195         195         1         645         793         148
    196      196         196         1         649         699         50
    197      197         197         1         654         673         19
    198      198         198         1         655         773         118
    199      199         199         1         656         880         224
    200      200         200         1         660         876         216
    201      201         201         1         661         797         136
    202      202         202         1         661         887         226
    203      203         203         1         666         834         168
    204      204         204         1         671         768         97
    205      205         205         1         676         906         230
    206      206         206         1         686         888         202
    207      207         207         1         690         803         113
    208      208         208         1         693         816         123
    209      209         209         1         696         713         17
    210      210         210         1         696         862         166
    211      211         211         1         699         775         76
    212      212         212         1         702         884         182
    213      213         213         1         705         891         186
    214      214         214         1         708         800         92
    215      215         215         1         709         755         46
    216      216         216         1         709         773         64
    217      217         217         1         710         889         179
    218      218         218         1         712         819         107
    219      219         219         1         720         861         141
    220      220         220         1         725         779         54
    221      221         221         1         726         821         95
    222      222         222         1         726         846         120
    223      223         223         1         729         923         194
    224      224         224         1         730         869         139
    225      225         225         1         731         949         218
    226      226         226         1         733         842         109
    227      227         227         1         736         786         50
    228      228         228         1         737         809         72
    229      229         229         1         739         829         90
    230      230         230         1         744         926         182
    231      231         231         1         744         980         236
    232      232         232         1         744         771         27
    233      233         233         1         759         831         72
    234      234         234         1         763         912         149
    235      235         235         1         764         982         218
    236      236         236         1         767         793         26
    237      237         237         1         768         789         21
    238      238         238         1         770         853         83
    239      239         239         1         771         927         156
    240      240         240         1         771         899         128
    241      241         241         1         772         844         72
    242      242         242         1         772         812         40
    243      243         243         1         773         866         93
    244      244         244         1         778         958         180
    245      245         245         1         784         916         132
    246      246         246         1         785         914         129
    247      247         247         1         785         952         167
    248      248         248         1         786         951         165
    249      249         249         1         790         846         56
    250      250         250         1         794         828         34
    251      251         251         1         797         974         177
    252      252         252         1         802         977         175
    253      253         253         1         804         973         169
    254      254         254         1         805         1028         223
    255      255         255         1         811         963         152
    256      256         256         1         814         1015         201
    257      257         257         1         817         930         113
    258      258         258         1         818         1020         202
    259      259         259         1         818         989         171
    260      260         260         1         819         870         51
    261      261         261         1         821         867         46
    262      262         262         1         824         888         64
    263      263         263         1         825         924         99
    264      264         264         1         827         1034         207
    265      265         265         1         834         1010         176
    266      266         266         1         836         907         71
    267      267         267         1         837         1048         211
    268      268         268         1         840         951         111
    269      269         269         1         850         984         134
    270      270         270         1         850         1069         219
    271      271         271         1         853         923         70
    272      272         272         1         854         1027         173
    273      273         273         1         856         937         81
    274      274         274         1         857         955         98
    275      275         275         1         862         1015         153
    276      276         276         1         864         898         34
    277      277         277         1         866         976         110
    278      278         278         1         869         1067         198
    279      279         279         1         870         1029         159
    280      280         280         1         870         1007         137
    281      281         281         1         873         975         102
    282      282         282         1         880         899         19
    283      283         283         1         880         1049         169
    284      284         284         1         882         920         38
    285      285         285         1         884         1055         171
    286      286         286         1         888         1064         176
    287      287         287         1         894         944         50
    288      288         288         1         897         932         35
    289      289         289         1         902         1041         139
    290      290         290         1         907         1010         103
    291      291         291         1         911         1138         227
    292      292         292         1         915         986         71
    293      293         293         1         919         1019         100
    294      294         294         1         924         1076         152
    295      295         295         1         929         1024         95
    296      296         296         1         933         993         60
    297      297         297         1         937         1144         207
    298      298         298         1         941         1079         138
    299      299         299         1         942         991         49
    300      300         300         1         942         1127         185
    301      301         301         1         945         1040         95
    302      302         302         1         952         1189         237
    303      303         303         1         959         1030         71
    304      304         304         1         961         1157         196
    305      305         305         1         964         1028         64
    306      306         306         1         967         1035         68
    307      307         307         1         981         1216         235
    308      308         308         1         989         1078         89
    309      309         309         1         990         1105         115
    310      310         310         1         991         1199         208
    311      311         311         1         995         1042         47
    312      312         312         1         1001         1198         197
    313      313         313         1         1008         1171         163
    314      314         314         1         1012         1130         118
    315      315         315         1         1013         1131         118
    316      316         316         1         1017         1206         189
    317      317         317         1         1019         1071         52
    318      318         318         1         1022         1107         85
    319      319         319         1         1026         1109         83
    320      320         320         1         1029         1124         95
    321      321         321         1         1031         1267         236
    322      322         322         1         1037         1243         206
    323      323         323         1         1038         1132         94
    324      324         324         1         1040         1091         51
    325      325         325         1         1041         1091         50
    326      326         326         1         1043         1097         54
    327      327         327         1         1046         1224         178
    328      328         328         1         1049         1211         162
    329      329         329         1         1050         1080         30
    330      330         330         1         1051         1257         206
    331      331         331         1         1057         1099         42
    332      332         332         1         1057         1174         117
    333      333         333         1         1060         1173         113
    334      334         334         1         1063         1224         161
    335      335         335         1         1065         1129         64
    336      336         336         1         1065         1172         107
    337      337         337         1         1067         1267         200
    338      338         338         1         1070         1255         185
    339      339         339         1         1070         1171         101
    340      340         340         1         1073         1288         215
    341      341         341         1         1073         1160         87
    342      342         342         1         1077         1172         95
    343      343         343         1         1078         1159         81
    344      344         344         1         1080         1140         60
    345      345         345         1         1084         1276         192
    346      346         346         1         1091         1128         37
    347      347         347         1         1092         1300         208
    348      348         348         1         1092         1237         145
    349      349         349         1         1094         1149         55
    350      350         350         1         1097         1217         120
    351      351         351         1         1097         1314         217
    352      352         352         1         1104         1321         217
    353      353         353         1         1105         1282         177
    354      354         354         1         1105         1321         216
    355      355         355         1         1107         1332         225
    356      356         356         1         1113         1323         210
    357      357         357         1         1120         1141         21
    358      358         358         1         1125         1328         203
    359      359         359         1         1127         1319         192
    360      360         360         1         1134         1297         163
    361      361         361         1         1136         1171         35
    362      362         362         1         1139         1198         59
    363      363         363         1         1140         1159         19
    364      364         364         1         1143         1294         151
    365      365         365         1         1145         1340         195
    366      366         366         1         1147         1252         105
    367      367         367         1         1151         1306         155
    368      368         368         1         1154         1237         83
    369      369         369         1         1161         1235         74
    370      370         370         1         1166         1212         46
    371      371         371         1         1172         1189         17
    372      372         372         1         1179         1296         117
    373      373         373         1         1180         1369         189
    374      374         374         1         1183         1393         210
    375      375         375         1         1184         1307         123
    376      376         376         1         1184         1235         51
    377      377         377         1         1189         1214         25
    378      378         378         1         1191         1335         144
    379      379         379         1         1196         1282         86
    380      380         380         1         1200         1274         74
    381      381         381         1         1201         1335         134
    382      382         382         1         1204         1282         78
    383      383         383         1         1205         1283         78
    384      384         384         1         1213         1274         61
    385      385         385         1         1215         1434         219
    386      386         386         1         1218         1317         99
    387      387         387         1         1221         1254         33
    388      388         388         1         1228         1393         165
    389      389         389         1         1230         1378         148
    390      390         390         1         1233         1452         219
    391      391         391         1         1235         1286         51
    392      392         392         1         1235         1441         206
    393      393         393         1         1241         1336         95
    394      394         394         1         1243         1294         51
    395      395         395         1         1248         1400         152
    396      396         396         1         1249         1481         232
    397      397         397         1         1253         1456         203
    398      398         398         1         1260         1381         121
    399      399         399         1         1262         1294         32
    400      400         400         1         1265         1285         20
    401      401         401         1         1270         1478         208
    402      402         402         1         1271         1393         122
    403      403         403         1         1273         1327         54
    404      404         404         1         1275         1404         129
    405      405         405         1         1279         1499         220
    406      406         406         1         1279         1448         169
    407      407         407         1         1282         1350         68
    408      408         408         1         1282         1338         56
    409      409         409         1         1283         1427         144
    410      410         410         1         1296         1523         227
    411      411         411         1         1299         1442         143
    412      412         412         1         1299         1516         217
    413      413         413         1         1301         1436         135
    414      414         414         1         1302         1442         140
    415      415         415         1         1304         1501         197
    416      416         416         1         1308         1539         231
    417      417         417         1         1310         1438         128
    418      418         418         1         1311         1487         176
    419      419         419         1         1311         1365         54
    420      420         420         1         1312         1429         117
    421      421         421         1         1317         1407         90
    422      422         422         1         1317         1417         100
    423      423         423         1         1318         1443         125
    424      424         424         1         1319         1395         76
    425      425         425         1         1328         1544         216
    426      426         426         1         1337         1502         165
    427      427         427         1         1341         1521         180
    428      428         428         1         1343         1543         200
    429      429         429         1         1349         1468         119
    430      430         430         1         1350         1431         81
    431      431         431         1         1354         1462         108
    432      432         432         1         1356         1592         236
    433      433         433         1         1357         1576         219
    434      434         434         1         1365         1431         66
    435      435         435         1         1371         1532         161
    436      436         436         1         1372         1562         190
    437      437         437         1         1373         1535         162
    438      438         438         1         1376         1417         41
    439      439         439         1         1380         1456         76
    440      440         440         1         1383         1422         39
    441      441         441         1         1388         1492         104
    442      442         442         1         1398         1433         35
    443      443         443         1         1401         1568         167
    444      444         444         1         1406         1475         69
    445      445         445         1         1406         1543         137
    446      446         446         1         1426         1495         69
    447      447         447         1         1427         1465         38
    448      448         448         1         1433         1486         53
    449      449         449         1         1433         1662         229
    450      450         450         1         1437         1495         58
