csp400

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
    192      192         192         1         734         751         17
    193      193         193         1         736         887         151
    194      194         194         1         736         790         54
    195      195         195         1         737         804         67
    196      196         196         1         738         842         104
    197      197         197         1         746         843         97
    198      198         198         1         747         863         116
    199      199         199         1         751         788         37
    200      200         200         1         756         881         125
    201      201         201         1         758         936         178
    202      202         202         1         761         782         21
    203      203         203         1         764         937         173
    204      204         204         1         765         931         166
    205      205         205         1         768         868         100
    206      206         206         1         771         967         196
    207      207         207         1         774         947         173
    208      208         208         1         779         840         61
    209      209         209         1         781         953         172
    210      210         210         1         788         826         38
    211      211         211         1         800         851         51
    212      212         212         1         804         981         177
    213      213         213         1         804         939         135
    214      214         214         1         805         1004         199
    215      215         215         1         807         951         144
    216      216         216         1         811         1036         225
    217      217         217         1         813         851         38
    218      218         218         1         824         893         69
    219      219         219         1         824         855         31
    220      220         220         1         825         1025         200
    221      221         221         1         832         928         96
    222      222         222         1         834         900         66
    223      223         223         1         835         870         35
    224      224         224         1         848         930         82
    225      225         225         1         851         1080         229
    226      226         226         1         857         955         98
    227      227         227         1         859         1096         237
    228      228         228         1         865         984         119
    229      229         229         1         866         1053         187
    230      230         230         1         867         998         131
    231      231         231         1         868         942         74
    232      232         232         1         870         1071         201
    233      233         233         1         873         1054         181
    234      234         234         1         873         1047         174
    235      235         235         1         875         1057         182
    236      236         236         1         877         912         35
    237      237         237         1         885         1045         160
    238      238         238         1         887         939         52
    239      239         239         1         889         1048         159
    240      240         240         1         896         1016         120
    241      241         241         1         898         1081         183
    242      242         242         1         900         983         83
    243      243         243         1         901         1038         137
    244      244         244         1         904         1096         192
    245      245         245         1         908         1135         227
    246      246         246         1         915         1021         106
    247      247         247         1         915         1078         163
    248      248         248         1         916         1012         96
    249      249         249         1         918         990         72
    250      250         250         1         920         1062         142
    251      251         251         1         923         1096         173
    252      252         252         1         925         992         67
    253      253         253         1         929         1091         162
    254      254         254         1         943         1140         197
    255      255         255         1         947         1012         65
    256      256         256         1         947         1033         86
    257      257         257         1         951         1148         197
    258      258         258         1         957         1079         122
    259      259         259         1         962         1010         48
    260      260         260         1         963         1025         62
    261      261         261         1         964         1048         84
    262      262         262         1         969         1155         186
    263      263         263         1         969         1181         212
    264      264         264         1         977         1154         177
    265      265         265         1         979         1152         173
    266      266         266         1         990         1122         132
    267      267         267         1         997         1062         65
    268      268         268         1         1000         1210         210
    269      269         269         1         1005         1090         85
    270      270         270         1         1005         1126         121
    271      271         271         1         1009         1184         175
    272      272         272         1         1010         1166         156
    273      273         273         1         1010         1032         22
    274      274         274         1         1013         1144         131
    275      275         275         1         1013         1239         226
    276      276         276         1         1014         1117         103
    277      277         277         1         1020         1240         220
    278      278         278         1         1027         1096         69
    279      279         279         1         1029         1265         236
    280      280         280         1         1033         1104         71
    281      281         281         1         1037         1098         61
    282      282         282         1         1038         1211         173
    283      283         283         1         1040         1072         32
    284      284         284         1         1049         1127         78
    285      285         285         1         1051         1209         158
    286      286         286         1         1053         1245         192
    287      287         287         1         1061         1174         113
    288      288         288         1         1062         1178         116
    289      289         289         1         1063         1240         177
    290      290         290         1         1075         1261         186
    291      291         291         1         1077         1270         193
    292      292         292         1         1079         1265         186
    293      293         293         1         1079         1201         122
    294      294         294         1         1087         1196         109
    295      295         295         1         1088         1206         118
    296      296         296         1         1092         1217         125
    297      297         297         1         1092         1275         183
    298      298         298         1         1096         1186         90
    299      299         299         1         1097         1136         39
    300      300         300         1         1097         1232         135
    301      301         301         1         1102         1210         108
    302      302         302         1         1108         1152         44
    303      303         303         1         1109         1226         117
    304      304         304         1         1110         1318         208
    305      305         305         1         1112         1347         235
    306      306         306         1         1118         1265         147
    307      307         307         1         1118         1195         77
    308      308         308         1         1120         1346         226
    309      309         309         1         1120         1207         87
    310      310         310         1         1122         1190         68
    311      311         311         1         1124         1197         73
    312      312         312         1         1128         1160         32
    313      313         313         1         1129         1150         21
    314      314         314         1         1129         1230         101
    315      315         315         1         1134         1316         182
    316      316         316         1         1135         1222         87
    317      317         317         1         1144         1279         135
    318      318         318         1         1145         1202         57
    319      319         319         1         1147         1165         18
    320      320         320         1         1151         1279         128
    321      321         321         1         1151         1213         62
    322      322         322         1         1153         1362         209
    323      323         323         1         1156         1183         27
    324      324         324         1         1160         1272         112
    325      325         325         1         1161         1342         181
    326      326         326         1         1169         1258         89
    327      327         327         1         1175         1237         62
    328      328         328         1         1176         1299         123
    329      329         329         1         1181         1414         233
    330      330         330         1         1183         1239         56
    331      331         331         1         1183         1338         155
    332      332         332         1         1191         1209         18
    333      333         333         1         1198         1220         22
    334      334         334         1         1199         1389         190
    335      335         335         1         1202         1247         45
    336      336         336         1         1203         1396         193
    337      337         337         1         1204         1264         60
    338      338         338         1         1212         1259         47
    339      339         339         1         1214         1383         169
    340      340         340         1         1220         1434         214
    341      341         341         1         1226         1415         189
    342      342         342         1         1228         1283         55
    343      343         343         1         1238         1396         158
    344      344         344         1         1241         1401         160
    345      345         345         1         1245         1342         97
    346      346         346         1         1248         1420         172
    347      347         347         1         1257         1411         154
    348      348         348         1         1259         1392         133
    349      349         349         1         1269         1460         191
    350      350         350         1         1273         1441         168
    351      351         351         1         1274         1497         223
    352      352         352         1         1275         1478         203
    353      353         353         1         1281         1460         179
    354      354         354         1         1283         1435         152
    355      355         355         1         1284         1502         218
    356      356         356         1         1287         1432         145
    357      357         357         1         1287         1307         20
    358      358         358         1         1289         1431         142
    359      359         359         1         1290         1457         167
    360      360         360         1         1294         1419         125
    361      361         361         1         1297         1468         171
    362      362         362         1         1299         1510         211
    363      363         363         1         1307         1513         206
    364      364         364         1         1318         1381         63
    365      365         365         1         1319         1547         228
    366      366         366         1         1321         1508         187
    367      367         367         1         1326         1371         45
    368      368         368         1         1332         1401         69
    369      369         369         1         1335         1428         93
    370      370         370         1         1338         1457         119
    371      371         371         1         1347         1450         103
    372      372         372         1         1350         1450         100
    373      373         373         1         1352         1423         71
    374      374         374         1         1363         1596         233
    375      375         375         1         1364         1461         97
    376      376         376         1         1368         1491         123
    377      377         377         1         1371         1493         122
    378      378         378         1         1378         1418         40
    379      379         379         1         1384         1440         56
    380      380         380         1         1386         1621         235
    381      381         381         1         1386         1580         194
    382      382         382         1         1387         1509         122
    383      383         383         1         1395         1415         20
    384      384         384         1         1400         1620         220
    385      385         385         1         1402         1507         105
    386      386         386         1         1408         1642         234
    387      387         387         1         1412         1573         161
    388      388         388         1         1413         1495         82
    389      389         389         1         1415         1487         72
    390      390         390         1         1417         1539         122
    391      391         391         1         1420         1445         25
    392      392         392         1         1420         1491         71
    393      393         393         1         1423         1565         142
    394      394         394         1         1431         1514         83
    395      395         395         1         1434         1567         133
    396      396         396         1         1434         1473         39
    397      397         397         1         1435         1602         167
    398      398         398         1         1437         1497         60
    399      399         399         1         1438         1608         170
    400      400         400         1         1440         1521         81
